word,frequency
буйно,3
буйный,8
буйство,2
бук,8
бука,4
букашка,3
буква,807
буквально,3
буквальный,1
букварь,48
буквенный,20
буквенок,1
буквица,1
буквовка,1
буквосочетание,8
букет,35
букетик,1
буклет,1
букля,1
буковка,3
буковый,1
буксир,6
буксировка,1
буксовать,1
булава,3
булавка,19
булавочный,3
булат,2
булатный,2
булка,3
булочка,4
булочная,3
булочник,2
булочный,2
бултыхнуть,1
булыжник,4
бульвар,4
бульдог,1
бульдозер,6
бульдозерист,1
бульканье,2
булькать,7
бум,11
бумага,397
бумажка,27
бумажный,39
бумми,2
бунт,4
бунтовать,4
бунтовщик,1
бур,2
буран,6
бураттини,1
бургомистр,1
буревестник,2
бурелом,1
бурение,1
бурить,1
бурка,8
буркать,1
буркнуть,2
бурлак,2
бурливый,4
бурлить,5
бурно,1
бурный,20
буроватый,2
буровая,3
буровик,1
буровой,11
бурокрылый,2
бурочко,1
бурум,2
бурумный,1
бурундук,8
бурчать,1
бурый,33
бурьян,9
буря,27
бурят,8
бусина,26
бусинка,13
бусы,18
бутафория,1
бутерброд,7
бутон,8
бутылка,48
бутылочка,10
бутылочный,3
бутыль,3
буфер,3
буфет,4
бух,6
буханка,16
бухарец,1
бухать,7
бухгалтер,3
бухнуться,1
бухта,8
бушевать,8
буянить,3
бхб,1
бхлупенить,1
бывало,66
бывалоча,1
бывалый,8
бывать,326
бывший,17
бык,21
быков,5
былина,25
былинка,4
былинный,10
былой,7
быль,3
бырь,2
быстро,303
быстрокрылый,1
быстроногий,1
быстрота,30
быстроходный,1
быстрый,152
быт,33
бытие,2
бытовать,3
бытовой,27
бычий,1
бычков,1
бычок,5
бэк,157
бэкома,19
бюджет,3
бюллетень,1
бюро,5
бязевый,3
бяка,6
вавилонский,4
вавилонянин,1
вагон,160
вагоностроительный,4
вагончик,4
важничать,1
важно,117
важность,21
важный,224
ваз,21
ваза,42
вазелин,3
вазописец,1
вазопись,1
вазочка,5
вай,3
вайнгунг,1
вайнунг,1
вайя,1
вакантный,1
вакация,1
вакса,3
вал,12
валдайскиый,1
валежник,3
валенок,9
валентинка,1
валер,1
валик,3
валита,2
валить,11
валиться,7
валка,2
валун,3
вальс,5
валюта,1
валять,7
валяться,17
ванадий,2
ваниль,1
ванин,1
ванна,15
ванная,10
ванька,1
ванюшечка,1
ванюшка,1
ваня,2
ванятка,5
вар,3
варан,2
варвар,22
варварски,2
варварство,1
варево,1
варежка,12
варек,3
варена,4
варенец,2
варение,42
вареник,1
вареный,4
вариант,211
вариантный,1
варить,24
вариться,4
варка,1
варница,2
варов,1
варочный,1
варьировать,1
варюш,2
варя,1
варяг,7
васенок,1
василек,7
василить,1
васило,1
василь,1
васильевский,3
васк,3
васко,2
вассал,6
васькома,1
васюганский,1
вата,14
ватага,4
ватин,4
ватка,2
ватман,3
ватник,3
ватный,3
ваториальный,1
ватрушка,4
вафельный,4
вафля,4
вахта,3
вашескродие,1
ваять,1
вбегать,1
вбежать,6
вбивать,5
вбить,7
вблизи,11
вбок,2
вброд,2
вброта,1
ввалиться,1
введение,4
ввек,1
вверить,1
ввериться,1
вверх,146
вверху,14
вверять,1
ввести,80
ввечеру,4
вво,1
ввод,25
вводить,16
вводиться,5
вводный,2
вволю,2
вву,1
ввысь,2
вглубь,4
вглядеться,4
вглядываться,4
вгрызаться,1
вдаваться,4
вдавить,3
вдалеке,11
вдали,33
вдаль,12
вдарить,1
вдвое,36
вдвоем,19
вдвойне,2
вдеть,2
вдобавок,2
вдова,3
вдовица,1
вдоволь,3
вдовый,1
вдогонку,19
вдоль,3
вдох,8
вдохновение,13
вдохновенно,1
вдохновить,2
вдохновлять,2
вдохнуть,5
вдребезги,4
вдругорядь,2
вдуматься,1
вдумчиво,2
вдыхать,3
веб,51
ведать,16
ведение,4
ведерко,5
ведерный,1
ведомость,7
ведомый,3
ведро,75
ведущий,14
ведьма,26
ведьмин,1
веер,13
веерный,1
вежа,2
вежда,1
вежество,1
вежливость,8
вежливый,14
везде,40
вездесущий,1
вездеход,8
везти,49
век,508
веко,6
вековечный,1
вековой,7
веление,5
велено,4
велень,1
велеть,41
вели,30
великан,40
великанов,4
великий,307
великия,1
великоватый,2
великодаровитый,1
великодушие,1
великодушный,5
великое,13
великокняжеский,5
великолепие,9
великолепный,34
великомученица,1
великорусский,3
велита,9
величаво,2
величавый,8
величание,2
величать,12
величественно,3
величественный,16
величество,13
величие,6
величина,246
велосипед,57
велосипедист,138
вельвет,4
вельветовый,1
вельможа,7
вена,2
венгерский,1
венгр,1
вендельштерный,1
венерин,3
венец,21
венециан,1
венецианский,1
вензель,4
веник,14
веничек,3
венка,1
венок,7
веночек,1
венство,1
вентилятор,2
вентиляция,2
венчание,4
венчать,6
венчаться,6
венчик,1
вепс,3
вера,55
веранда,2
верба,8
верблюд,36
верблюжий,5
верблюжонок,1
вербный,1
вербочка,1
веревка,76
веревочка,9
веревочный,4
вереница,7
вереск,1
веретено,1
верещание,1
верить,83
вериться,8
вермишель,4
вернисаж,11
верно,223
верность,10
вернуть,18
вернуться,133
верный,329
верование,7
веровать,2
вероломство,1
верот,1
вероятно,12
вероятность,8
вероятный,1
версия,2
верста,13
верстак,2
верстальщик,4
верстка,5
верстовой,1
вертеть,20
вертеться,26
вертикаль,14
вертикально,9
вертикальность,2
вертикальный,19
верткий,1
вертлявый,1
вертолет,58
вертунчик,6
вертушинок,4
вертушка,7
вертячка,3
верующий,2
верфь,7
верх,32
верхний,149
верховный,5
верховой,7
верховье,2
верхом,23
верхоянский,1
верхушка,32
вершина,214
вершок,4
вес,35
веселенький,1
веселеть,4
веселие,23
веселитести,1
веселить,8
веселиться,14
веселка,1
весело,91
веселость,2
веселый,161
весельце,1
весенний,98
весеннкк,1
весенный,1
весить,95
веский,2
весло,12
весна,229
весничка,1
весною,11
веснушка,6
веснушчатый,5
веснянка,1
весомый,1
вести,142
вестибюль,1
вестись,31
вестник,5
вестовый,1
весточка,1
весы,25
весьма,28
ветвистый,4
ветвиться,2
ветвление,40
ветвь,72
ветер,349
ветеран,14
ветерок,24
ветерочка,1
ветка,150
ветла,2
веточка,22
ветошка,1
ветошник,2
ветошничество,1
ветреница,3
ветреный,9
ветровый,2
ветроуказатель,2
ветряный,3
ветхий,9
ветхость,1
вече,5
вечер,239
вечереть,3
вечеринка,1
вечерком,2
вечерний,42
вечерок,2
вечно,11
вечнозеленый,5
вечность,5
вечный,35
вечор,1
вешалка,7
вешать,7
вешенка,1
вешний,11
вещать,1
вещевой,17
вещественный,4
вещество,110
вещий,9
вещичка,2
вещь,127
веялка,1
веять,24
веяться,2
взад,13
взаимный,8
взаимодействие,9
взаимодействовать,3
взаимоотношение,1
взаимопонимание,2
взаимопроверка,9
взаимосвязанный,6
взаимосвязь,17
взахлеб,1
взбаламутить,1
взбалмошность,1
взбегать,1
взбесить,1
взбеситься,8
взбираться,6
взбить,1
взбросить,1
взбудить,2
взваливать,1
взвалить,3
взвесить,4
взвешивание,6
взвешивать,9
взвеяться,1
взвидеть,2
взвизгивать,11
взвизгнуть,11
взвиться,13
взвод,31
взводный,1
взволнованно,1
взволновать,5
взвыть,6
взгляд,59
взглядывать,2
взглянуть,51
взгорок,1
взгромоздить,1
вздернутый,1
вздернуть,4
вздернуться,1
вздор,7
вздорить,1
вздох,18
вздохнуть,44
вздрагивать,21
вздремнуть,2
вздрогнуть,9
вздуваться,2
вздумать,7
вздуматься,8
вздутый,2
вздуться,3
вздыбить,1
вздыматься,4
вздыхать,35
взирать,2
взламывать,1
взлезть,1
взлет,5
взлетать,13
взлететь,19
взлетный,1
взлобок,1
взломать,1
взлюбить,1
взмах,12
взмахивать,7
взмахнуть,12
взметать,1
взметнуть,1
взметнуться,3
взмокнуть,1
взмолиться,1
взмывать,3
взмыть,1
взнос,1
взо,1
взобраться,11
взойти,23
взор,39
взорвать,3
взорваться,4
взреветь,5
взрослеть,1
взрослый,182
взрыв,8
взрыватель,2
взрывать,2
взрываться,1
взрывоопасный,1
взрыть,1
взъерошить,6
взъехать,1
взывать,4
взыграть,1
взыскательный,1
взыскать,1
взыскивать,1
взыщесать,1
взятие,8
взятка,2
взять,497
взяться,33
виадук,1
вивальдь,2
вид,786
видать,49
видение,10
видео,9
видеозапись,3
видеоинформация,2
видеокамера,6
видеокарта,1
видеокассета,1
видеоматериал,1
видеопленка,1
видеопроигрыватель,3
видеоролик,9
видеосъемка,1
видеофайл,1
видеофильм,6
видеть,605
видеться,5
видимо,22
видимость,4
видимый,22
виднеться,22
видно,113
видный,50
видовой,26
видоизменять,6
видывать,4
виер,1
византиец,4
византийский,2
визг,16
визжать,20
визит,1
визитный,2
вика,7
викторин,6
викторина,2
вили,1
вилка,12
вилкина,2
вилла,3
виллис,2
вилы,2
вильнуть,4
вилять,10
вина,22
вини,1
виниловый,1
винительный,78
винить,4
винный,5
вино,22
виновато,6
виноватый,42
виновник,4
виновница,2
виновный,2
виноград,31
виноградарство,1
виноградник,9
виноградный,3
винодел,1
винт,12
винтик,5
винтовка,4
винтовочный,1
виртуальный,11
виртуоз,1
вирус,13
виселица,1
виселый,1
висеть,66
виски,4
виснуть,1
висок,5
високосный,15
височек,2
вист,1
висячий,4
вит,1
вита,1
витамин,15
витаминный,2
витать,3
витерка,1
витиеватый,1
витой,3
виток,13
витраж,15
витрина,9
вить,12
виться,22
витязь,71
вихрастый,2
вихриться,1
вихрь,24
вишенка,1
вишневский,1
вишневый,11
вишня,33
вишь,1
вкатить,1
вклад,5
вкладка,1
вкладывать,6
вклеивать,1
вклеить,8
включать,44
включаться,4
включая,10
включение,7
включительно,2
включить,52
включиться,1
вколачивать,1
вколотить,1
